Temperature,Humidity,CO2
19.874685681182775,80.80143720490642,427.9513977676114
19.95867867324709,80.4647713915626,451.62494865289494
20.0614001309376,80.79916494794203,438.01556283458615
19.6307501236482,81.10298898504703,427.711112712724
19.92358473389608,30.552670343231497,438.5939888830271
19.797667437226693,81.91018743873687,431.1519735767195
19.993923276301032,82.67125825229016,431.2361420683833
19.79504602156391,82.04004535738216,460.613995791759
19.94722642414917,82.34946737068526,416.5303247321747
19.991161396689897,82.41051334790967,444.89674982143345
19.970002305096223,82.93004891989078,427.52979737155647
19.854559029240065,83.29271438251584,431.88767553378403
19.80491733076886,82.9261723129323,1638.3961541703177
19.965908864552603,83.64084553248188,444.83233860108663
19.792467824315846,134.663234618507,434.7099621984436
19.71634054592625,84.05020831876783,399.7748948289598
19.815889595576653,83.78069911537688,468.7702924858864
19.90784955409245,83.7710309845114,439.9471480208503
20.042183866473263,84.65428536500285,414.56061281265875
5.950491220662549,84.6748585685651,428.8616813152795
19.927081249622024,84.3105324642917,430.6443130296232
20.16412425266126,84.43692929460738,416.79023498498776
19.82723872059188,84.35103708247068,423.48282958703817
20.05813445222069,84.80432715926125,427.8582887734369
19.94174968376111,85.43890395325293,428.34439332773644
20.03710424216915,84.97421050640135,447.8423566708665
19.96072630419297,83.26461254136753,450.4599582117712
20.22652233109958,84.4682423379626,430.63921993233777
20.036915750282585,84.45978673708731,429.2074635253758
20.269784660755764,84.1693573192339,419.6574759277157
20.410148978284163,82.62574347100617,429.2481315524067
20.150077860489045,82.95914469676376,431.09587109275117
20.102978627512904,82.50663070836139,421.85060954455554
20.307196220498437,81.72819804120678,436.86208988339695
20.004830450619682,81.30238162002244,432.19408488665
19.990631816785292,81.87235792238232,436.7827083667133
20.166311917739407,81.3898142798877,431.6114447023127
20.05966474279329,80.84539794953047,430.027041363705
20.10588716498436,81.26318102770512,411.491938821
20.290457341050978,80.92808211844263,441.0250222822611
20.166433548222045,80.94960123722466,435.06763945607264
20.179098243004496,80.17940718463063,429.5704461916545
20.36597559348989,80.81778924048288,-767.347095055037
20.07459585296664,80.28054590094327,428.53829962814297
19.941658543863934,80.6024067878661,411.2313889733628
20.230515621111465,81.03993862639072,426.60687905014896
20.208670373734346,81.67085799967467,427.23536495866415
